gene,disease,assocID,geneNcbiID,geneDSI,geneDPI,score,yearInitial,yearFinal,diseaseType
CDK4,glioblastoma multiforme adult,30452449,1019,0.379,0.913,0.55,,,disease
CDK4,"Cancer Syndrome, Hereditary",20053531,1019,0.379,0.913,0.5,1995,2020,disease
CDK4,CMM3,45594209,1019,0.379,0.913,0.5,1969,2019,phenotype
CDK4,Epithelioma,45183695,1019,0.379,0.913,0.5,2002,2003,disease
CDK4,"Epithelioma, malignant",35572051,1019,0.379,0.913,0.4,2002,2003,disease
CDK4,BRAIN STEM NEOPL,40082935,1019,0.379,0.913,0.4,2013,2013,disease
CDK4,"Pediatric-Type Glioblastoma, H3-Wildtype",55558301,1019,0.379,0.913,0.4,,,disease
MCEE,methylmalonic aciduria,30358590,84693,0.679,0.478,0.7,1993,2019,disease
MCEE,METHYLMALONYL-CoA EPIMERASE DEFICIENCY,50001817,84693,0.679,0.478,0.6,1962,2019,disease
MCEE,Methylmalonic acidemia due to methylmalonyl-coenzyme A epimerase deficiency,55281017,84693,0.679,0.478,0.4,,,disease
TOP2A,Breast Neoplasms,45337177,7153,0.473,0.913,0.9500000000000001,2001,2012,disease
TOP2A,"Neoplasm, Prostatic",20487848,7153,0.473,0.913,0.8,2007,2007,disease
TOP2A,Liver cell carcinoma,50222337,7153,0.473,0.913,0.75,2017,2017,disease
TOP2A,Lung adenocarcinoma,25315200,7153,0.473,0.913,0.75,2016,2016,disease
TOP2A,Leukemias,15421375,7153,0.473,0.913,0.6000000000000001,2005,2005,disease
TOP2A,Gliomas,10890706,7153,0.473,0.913,0.6000000000000001,2008,2008,disease
TOP2A,Liver Neoplasm,15556414,7153,0.473,0.913,0.6000000000000001,2018,2018,disease
TOP2A,Adrenal cortical carcinoma,25524255,7153,0.473,0.913,0.6000000000000001,2013,2013,disease
TOP2A,Sepsis,30249528,7153,0.473,0.913,0.5,2016,2016,disease
TOP2A,Non-Small Cell Adenocarcinoma,45154267,7153,0.473,0.913,0.4,2016,2016,disease
TOP2A,Adenoid cystic carcinoma,10234807,7153,0.473,0.913,0.4,2006,2006,disease
TOP2A,"Glioma, malignant",35580613,7153,0.473,0.913,0.4,2008,2008,disease
TOP2A,"Ovary Syndrome, Polycystic",20406379,7153,0.473,0.913,0.4,2011,2011,disease
TOP2A,"Gland Neoplasm, Salivary",20604945,7153,0.473,0.913,0.4,2006,2006,disease
TOP2A,"DNA TOPOISOMERASE II, RESISTANCE TO INHIBITION OF, BY AMSACRINE",50682185,7153,0.473,0.913,0.4,1991,1991,phenotype
EPHA7,CRC,10045947,2045,0.564,0.783,0.6000000000000001,,,disease
EPHA7,small cell carcinoma of lung,25240172,2045,0.564,0.783,0.5,2012,2012,disease
EPHA7,Hemorrhages,11012646,2045,0.564,0.783,0.4,2018,2018,phenotype
EPHA7,Melanoma metastatic,30453718,2045,0.564,0.783,0.4,,,disease
EPHA7,adenocarcinoma of large intestine (diagnosis),45102014,2045,0.564,0.783,0.4,,,disease
DSG2,"Cardiomyopathies, Dilated",5819157,1829,0.532,0.826,0.9000000000000001,2006,2017,disease
DSG2,Arrhythmogenic right ventricular dysplasia,35142643,1829,0.532,0.826,0.8999999999999999,1993,2023,disease
DSG2,Cardiomyopathy,40603052,1829,0.532,0.826,0.85,1989,2023,disease
DSG2,ARVD10,50023214,1829,0.532,0.826,0.65,1975,2022,disease
DSG2,"Cardiac Death, Sudden",25165086,1829,0.532,0.826,0.65,,,phenotype
DSG2,"CARDIOMYOPATHY, DILATED, 1BB",50330234,1829,0.532,0.826,0.5,2006,2021,disease
DSG2,"Fibrillations, Ventricular",25068997,1829,0.532,0.826,0.5,,,disease
DSG2,Other cardiomyopathies,35125686,1829,0.532,0.826,0.5,,,disease
DSG2,Long QT Syndrome,15560118,1829,0.532,0.826,0.5,,,disease
DSG2,Familial or idiopathic dilated cardiomyopathy,55562546,1829,0.532,0.826,0.45,1993,2008,disease
DSG2,ARVC9,45594273,1829,0.532,0.826,0.4,2006,2021,disease
DSG2,"Cardiomyopathy, Hypertrophic, Familial",40717839,1829,0.532,0.826,0.4,1993,2013,disease
DSG2,VTSIP,45507501,1829,0.532,0.826,0.4,1993,2013,disease
DSG2,"Mental retardation, nonspecific",50601883,1829,0.532,0.826,0.4,2011,2021,disease
DSG2,Left Ventricular Non-Compaction Syndrome,55006725,1829,0.532,0.826,0.4,2019,2019,disease
DSG2,"ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 2",45568855,1829,0.532,0.826,0.4,1993,1993,disease
DSG2,"Familial isolated arrhythmogenic ventricular cardiomyopathy, biventricular form",55565613,1829,0.532,0.826,0.4,1993,1993,disease
DSG2,"Familial isolated arrhythmogenic ventricular dysplasia, left dominant form",55565635,1829,0.532,0.826,0.4,1993,1993,disease
DSG2,CMD1A,45220682,1829,0.532,0.826,0.4,1993,1993,disease
DSG2,"Arrest, Heart",10944810,1829,0.532,0.826,0.4,2010,2010,disease
DSG2,Familial dilated cardiomyopathy,30672818,1829,0.532,0.826,0.4,,,disease
DSG2,Conduction disorders,30279543,1829,0.532,0.826,0.4,,,disease
DSG2,ARVD1,50060592,1829,0.532,0.826,0.4,,,disease
DSG2,Hypertrophic cardiomyopathy,5826239,1829,0.532,0.826,0.4,,,disease
ARL11,"Neoplasm, Ovarian",40633396,115761,0.667,0.478,0.6000000000000001,2006,2006,disease
ARL11,Chronic lymphocytic leukemia,15426418,115761,0.667,0.478,0.6000000000000001,2005,2005,disease
PGR,Breast Neoplasms,45304746,5241,0.364,0.913,0.9500000000000001,2009,2011,disease
PGR,Endometrial Neoplasm,10693270,5241,0.364,0.913,0.9500000000000001,2013,2013,disease
PGR,Endometrioses,10704094,5241,0.364,0.913,0.9500000000000001,2011,2011,disease
PGR,Meningiomas,15798834,5241,0.364,0.913,0.85,1994,2010,disease
PGR,Adenocarcinoma,5032897,5241,0.364,0.913,0.85,2005,2005,disease
PGR,Obesity,20174932,5241,0.364,0.913,0.8,,,disease
PGR,Carcinoma,5650482,5241,0.364,0.913,0.75,2005,2005,disease
PGR,PROGESTERONE RESISTANCE,45677644,5241,0.364,0.913,0.75,,,disease
PGR,Epithelioma,45185626,5241,0.364,0.913,0.6000000000000001,2005,2005,disease
PGR,Mesothelioma,15814497,5241,0.364,0.913,0.5,2005,2005,disease
PGR,Chiari Frommel Syndrome,5910608,5241,0.364,0.913,0.45,,,disease
PGR,Hyperprolactinemia,15115107,5241,0.364,0.913,0.45,,,disease
PGR,Meningothelial Cell Neoplasm,45149947,5241,0.364,0.913,0.4,1994,2010,disease
PGR,"Epithelioma, malignant",35572235,5241,0.364,0.913,0.4,2005,2005,disease
PARP1,Breast Neoplasms,45236420,142,0.366,0.957,0.9500000000000001,2011,2011,disease
PARP1,"Neoplasm, Prostatic",20439176,142,0.366,0.957,0.9500000000000001,2004,2004,disease
PARP1,Melanoma,15751550,142,0.366,0.957,0.9,2017,2017,disease
PARP1,"Cancer, Breast",5508358,142,0.366,0.957,0.8500000000000001,,,disease
PARP1,Liver cell carcinoma,50178042,142,0.366,0.957,0.85,2008,2008,disease
PARP1,Multiple Myeloma,15865145,142,0.366,0.957,0.85,2011,2011,disease
PARP1,carcinoma of stomach (diagnosis),40334834,142,0.366,0.957,0.8,,,disease
PARP1,Alzheimer Disease,5083516,142,0.366,0.957,0.8,,,disease
PARP1,Parkinson Disease,20321714,142,0.366,0.957,0.8,,,disease
PARP1,Colorectal Neoplasm,10109594,142,0.366,0.957,0.75,2016,2016,disease
PARP1,Inflammations,15213944,142,0.366,0.957,0.75,2008,2008,phenotype
PARP1,Asthma,5290882,142,0.366,0.957,0.75,2008,2008,disease
PARP1,"Damage, Reperfusion",20554714,142,0.366,0.957,0.7,2005,2006,disease
PARP1,Atherosclerosis,5323415,142,0.366,0.957,0.7,2008,2009,disease
PARP1,Pulmonary Fibrosis,20533160,142,0.366,0.957,0.7,2017,2017,disease
PARP1,Nephritides,20075829,142,0.366,0.957,0.7,,,disease
PARP1,Arthritides,5245461,142,0.366,0.957,0.7,,,disease
PARP1,Obesity,20143050,142,0.366,0.957,0.65,2010,2010,disease
PARP1,Nephropathy,15346104,142,0.366,0.957,0.65,2010,2011,disease
PARP1,Brain Injuries,30368017,142,0.366,0.957,0.65,2007,2007,disease
PARP1,Pneumonia,20390794,142,0.366,0.957,0.65,2010,2010,disease
PARP1,Dermatitides,10313157,142,0.366,0.957,0.65,2010,2010,disease
PARP1,lung injury,30420579,142,0.366,0.957,0.65,2005,2005,disease
PARP1,Anemia,5163970,142,0.366,0.957,0.6000000000000001,2010,2010,disease
PARP1,"Cord Injuries, Spinal",20711729,142,0.366,0.957,0.55,2005,2005,disease
PARP1,Parkinsonism,30220158,142,0.366,0.957,0.55,2007,2007,disease
PARP1,"Lung, Wet",20528391,142,0.366,0.957,0.55,2002,2002,phenotype
PARP1,"Aortic Aneurysm, Abdominal",25436476,142,0.366,0.957,0.55,2018,2018,disease
PARP1,ISCHEMIC ENCEPH,5873810,142,0.366,0.957,0.5,2007,2007,disease
PARP1,Cardiomyopathy,40602387,142,0.366,0.957,0.5,2010,2010,disease
PARP1,"Mesothelioma, malignant",35074200,142,0.366,0.957,0.5,2011,2011,disease
PARP1,"Meningitis, Bacterial",25172800,142,0.366,0.957,0.45,,,disease
PARP1,Ankylosing spondylitis and other inflammatory spondylopathies,5203190,142,0.366,0.957,0.45,,,disease
PARP1,diffuse malignant mesothelioma,35231186,142,0.366,0.957,0.4,2011,2011,disease
PARP1,Spinal Cord Ischemia,40502148,142,0.366,0.957,0.4,2005,2005,disease
PARP1,Neuronal ceroid lipofuscinosis,20121442,142,0.366,0.957,0.4,2011,2011,disease
PARP1,"Deficiencies, Vitamin A",25079449,142,0.366,0.957,0.4,2008,2008,disease
PARP1,hepatitis chronic persistent,25220907,142,0.366,0.957,0.4,2010,2010,disease
PARP1,Unspecified mental retardation,15806154,142,0.366,0.957,0.4,2011,2011,disease
PARP1,Kyphoses,15383668,142,0.366,0.957,0.4,2010,2010,disease
PARP1,Mesothelioma malignant advanced,30450497,142,0.366,0.957,0.4,2011,2011,disease
PARP1,Pancreatitis,20303503,142,0.366,0.957,0.4,2005,2005,disease
PARP1,Batten Spielmeyer Vogt Disease,40474128,142,0.366,0.957,0.4,2011,2011,disease
PARP1,Alopecias,5071304,142,0.366,0.957,0.4,2010,2010,disease
PARP1,"CEROID LIPOFUSCINOSIS, NEURONAL, 1",45682161,142,0.366,0.957,0.4,2011,2011,disease
PARP1,Acute and subacute necrosis of liver,5019232,142,0.366,0.957,0.4,2010,2010,disease
PARP1,Asbestos-Related Malignant Mesothelioma,45119222,142,0.366,0.957,0.4,2011,2011,disease
PARP1,"Chronic hepatitis, unspecified",15003713,142,0.366,0.957,0.4,2010,2010,disease
PARP1,"Disease, Primary Myocardial",20430910,142,0.366,0.957,0.4,2010,2010,disease
PARP1,Stevens-Johnson Syndrome,20725039,142,0.366,0.957,0.4,2015,2015,disease
PARP1,"Disease, Secondary Myocardial",20653090,142,0.366,0.957,0.4,2010,2010,disease
PARP1,Palsy,35467903,142,0.366,0.957,0.4,2005,2005,phenotype
PARP1,Jansky Bielschowsky Disease,15333892,142,0.366,0.957,0.4,2011,2011,disease
PARP1,KUFS DIS,15383220,142,0.366,0.957,0.4,2011,2011,disease
PARP1,Hereditary Renal Cell Carcinoma,50262870,142,0.366,0.957,0.4,,,disease
