gene,disease,assocID,geneNcbiID,geneDSI,geneDPI,score,yearInitial,yearFinal,diseaseType
MC4R,Hyperinsulinism,15093890,4160,0.509,0.87,0.7,2012,2012,disease
MC4R,Depression,10288843,4160,0.509,0.87,0.65,2008,2015,disease
MC4R,Depressive neurosis,10305051,4160,0.509,0.87,0.65,2008,2008,disease
MC4R,Anhedonia,25447824,4160,0.509,0.87,0.65,2012,2012,disease
MC4R,Monogenic diabetes,50667267,4160,0.509,0.87,0.6000000000000001,1999,2017,disease
MC4R,Cocaine dependence,40068476,4160,0.509,0.87,0.55,2005,2005,disease
MC4R,OBESITY,55427225,4160,0.509,0.87,0.4,1998,2021,phenotype
MC4R,"OBESITY, RESISTANCE TO",55437238,4160,0.509,0.87,0.4,1997,2019,phenotype
MC4R,Body Weight,5479636,4160,0.509,0.87,0.4,2012,2012,phenotype
MC4R,Schizophrenias,20628226,4160,0.509,0.87,0.4,,,disease
CHRNA2,Autosomal dominant nocturnal frontal lobe epilepsy (disorder),50581640,1135,0.483,0.87,0.8,1991,2017,disease
CHRNA2,Nocturnal frontal lobe epilepsy,55159341,1135,0.483,0.87,0.8,2006,2019,disease
CHRNA2,Lung Neoplasm,15584693,1135,0.483,0.87,0.75,2017,2017,disease
CHRNA2,Depressive neurosis,10296887,1135,0.483,0.87,0.7,2009,2009,disease
CHRNA2,Seizure,20654109,1135,0.483,0.87,0.65,2015,2019,phenotype
CHRNA2,Bipolar Disorders,5406632,1135,0.483,0.87,0.65,2005,2009,disease
CHRNA2,Depression,10280856,1135,0.483,0.87,0.65,2009,2009,disease
CHRNA2,BFIE,55554111,1135,0.483,0.87,0.6000000000000001,2015,2015,disease
CHRNA2,"Epilepsy, Familial, with Nocturnal Wandering and Ictal Fear",45582371,1135,0.483,0.87,0.6,1993,2015,disease
CHRNA2,"Mental retardation, nonspecific",50600319,1135,0.483,0.87,0.5,2011,2021,disease
CHRNA2,BFIS6,55265518,1135,0.483,0.87,0.4,2015,2015,disease
CHRNA2,"Epilepsies, Myoclonic",10732124,1135,0.483,0.87,0.4,,,disease
SETD1A,Schizophrenias,20640821,9739,0.564,0.87,0.9000000000000001,2014,2016,disease
SETD1A,Neurodevelopmental Disorder,45417747,9739,0.564,0.87,0.65,,,disease
SETD1A,Child Development Disorder,5913265,9739,0.564,0.87,0.6000000000000001,,,disease
SETD1A,"EPILEPSY, EARLY-ONSET, WITH OR WITHOUT DEVELOPMENTAL DELAY",55485692,9739,0.564,0.87,0.6,2014,2019,disease
SETD1A,NEDSID,55494564,9739,0.564,0.87,0.6,2016,2023,disease
SETD1A,"Mental retardation, nonspecific",50615286,9739,0.564,0.87,0.55,2011,2021,disease
SETD1A,Seizure,20665825,9739,0.564,0.87,0.55,,,phenotype
SETD1A,AUTISM SPECTRUM DISORDER,45373327,9739,0.564,0.87,0.45,2005,2014,disease
SETD1A,Non-specific syndromic intellectual disability,55544926,9739,0.564,0.87,0.4,2021,2021,disease
SETD1A,NEURODEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND DISTAL LIMB ANOMALIES,55214863,9739,0.564,0.87,0.4,,,disease
SELP,"Infarctions, Myocardial",20028057,6403,0.408,0.957,0.9,,,disease
SELP,Thromboses,20828504,6403,0.408,0.957,0.85,1999,1999,phenotype
SELP,High blood pressure,15141340,6403,0.408,0.957,0.85,2004,2004,disease
SELP,"Disease, Ischemic Heart",25281648,6403,0.408,0.957,0.75,2005,2005,disease
SELP,thrombus,25218878,6403,0.408,0.957,0.65,1999,1999,phenotype
SELP,Atopic Eczema,10321809,6403,0.408,0.957,0.65,,,disease
SELP,Depression,10292755,6403,0.408,0.957,0.6000000000000001,2014,2014,disease
SELP,Depressed mood,35050886,6403,0.408,0.957,0.6000000000000001,2002,2002,disease
SELP,"Injuries, Myocardial Reperfusion",20031201,6403,0.408,0.957,0.55,2002,2002,phenotype
SELP,Atherothrombosis,50147119,6403,0.408,0.957,0.5,1999,1999,phenotype
SELP,"Other specified forms of pleural effusion, except tuberculous",20255204,6403,0.408,0.957,0.45,2001,2001,disease
SELP,Cognitive Symptom,35529083,6403,0.408,0.957,0.4,2014,2014,phenotype
SELP,"Graft Dysfunction, Primary",40702675,6403,0.408,0.957,0.4,2017,2017,phenotype
SELP,"Coronary artery disease, premature",50090291,6403,0.408,0.957,0.4,2004,2004,disease
SELP,Allergic reaction,15117019,6403,0.408,0.957,0.4,2003,2003,phenotype
ADRA2C,Congestive heart failure,10973399,152,0.622,0.696,0.8500000000000001,2002,2002,disease
ADRA2C,Heart failure,10957944,152,0.622,0.696,0.8500000000000001,2002,2002,disease
ADRA2C,Affective Disorders,35529713,152,0.622,0.696,0.5,2006,2006,disease
ADRA2C,Bipolar Disorders,5407278,152,0.622,0.696,0.5,1994,1994,disease
ADRA2C,Fibroses,10788462,152,0.622,0.696,0.4,2010,2010,phenotype
ADRA2C,Cardiomegaly,10955658,152,0.622,0.696,0.4,2010,2010,phenotype
ADRA1B,neurotoxicity,30020019,147,0.693,0.609,0.55,2009,2009,disease
ADRA1B,Hypotension,15181841,147,0.693,0.609,0.55,2001,2001,phenotype
ADRA1B,Affective Disorders,35529688,147,0.693,0.609,0.5,2006,2006,disease
ADRA1B,Cardiomegaly,10955649,147,0.693,0.609,0.4,2001,2002,phenotype
ADRA1B,"Degeneration, Nerve",20086273,147,0.693,0.609,0.4,2003,2003,phenotype
ADRA1B,Nephropathy,15346146,147,0.693,0.609,0.4,2008,2008,disease
AVPR1A,AUTISM SPECTRUM DISORDER,45369196,552,0.571,0.783,0.8,2002,2014,disease
AVPR1A,Childhood autism,5355360,552,0.571,0.783,0.75,2006,2006,disease
AVPR1A,High blood pressure,15138684,552,0.571,0.783,0.7,,,disease
AVPR1A,Schizophrenias,20631452,552,0.571,0.783,0.7,2007,2007,disease
AVPR1A,Adrenogenital disorders,40407610,552,0.571,0.783,0.4,2007,2007,disease
