Isotope_Atom,atom_chiral_undef,cid,Log P_Xlogp3,Heavy_Atom,Compound Complexity_N/A,bond_chiral_undef,charge,Topological_Polar Surface Area,atom_chiral_def,bond_chiral_def,Molecular Weight_N/A,Weight_Monoisotopic,Covalent_Unit,Count_Hydrogen Bond Acceptor,Count_Hydrogen Bond Donor,Mass_Exact,Count_Rotatable Bond
0,0,77993,4.1,27,582,0,0,61.6,1,0,382.5,382.17149925,1,3,1,382.17149925,6
0,0,134587348,4.9,41,1050,0,0,133,1,0,597.7,597.23450825,1,11,1,597.23450825,8
0,0,23652731,3.7,29,483,0,0,71,2,0,404.5,404.26750763,1,5,2,404.26750763,11
0,0,135449332,5.4,33,812,0,0,115,0,0,442.5,442.16410520,1,7,3,442.16410520,5
0,0,11250029,0.9,42,917,0,0,165,2,0,569.6,569.26381923,1,7,4,569.26381923,11
0,0,5277135,5.3,31,701,0,0,87.1,1,0,447.9,447.1248787,1,7,2,447.1248787,7
0,0,3219,2.2,22,341,0,0,33.5,0,0,302.4,302.21066147,1,4,0,302.21066147,5
0,1,34055,4.8,21,266,0,1,0,0,0,282.4,282.222174897,1,0,0,282.222174897,6
0,0,11949646,2,31,558,0,0,109,6,0,450.9,450.1445309,1,7,4,450.1445309,6
0,0,60877,-0.6,16,374,0,0,113,2,0,247.25,247.04269053,1,5,2,247.04269053,2
0,0,5388962,-0.1,27,519,0,0,95.9,3,0,376.4,376.19982200,1,6,2,376.19982200,10
0,0,23087,2.4,11,199,0,0,50.1,0,0,153.18,153.078978594,1,3,0,153.078978594,5
0,0,50922675,2.7,36,836,0,0,149,1,0,540.0,539.1517794,1,10,3,539.1517794,10
0,1,3226,2.1,10,107,0,0,9.2,0,0,184.49,183.9714332,1,6,0,183.9714332,3
0,0,16130199,-14.7,319,11200,0,0,1900,39,0,4492,4489.1866445,1,67,63,4491.1933541,151
0,0,3229,-0.2,23,521,0,0,85.8,0,0,320.32,320.12846858,1,8,2,320.12846858,3
0,20,772,-10.8,70,2410,0,0,652,0,0,1134.9,1134.0069961,1,38,15,1134.0069961,21
0,0,53708,1.6,17,371,0,0,83.5,0,0,248.30,248.06194880,1,3,2,248.06194880,3
0,0,10114,6.4,34,965,0,0,74.6,9,0,470.7,470.33960994,1,4,2,470.33960994,1
0,0,5281081,2.1,22,500,0,0,130,0,1,305.29,305.10117059,1,6,2,305.10117059,4
0,0,135398508,-1.3,20,480,0,0,126,3,0,277.28,277.11748936,1,5,4,277.11748936,2
0,0,25141092,5.7,41,846,0,0,85.5,0,0,560.6,560.27113067,1,8,3,560.27113067,7
0,0,15951529,3.6,32,839,0,0,109,0,0,464.4,464.09300959,1,8,1,464.09300959,3
0,0,135564890,0.8,25,563,0,0,176,0,0,438.24,436.99171,1,11,5,436.99171,8
0,0,9294,0.9,12,121,0,0,32.3,2,0,165.23,165.115364102,1,2,2,165.115364102,3
0,0,5816,-1.4,13,154,0,0,72.7,1,0,183.20,183.08954328,1,4,4,183.08954328,3
0,0,41867,1.3,39,977,0,0,206,6,0,543.5,543.17406074,1,12,6,543.17406074,5
0,0,443872,1.4,30,907,0,0,82.2,8,0,414.5,414.20423867,1,6,0,414.20423867,2
0,0,5282411,2.9,25,484,0,0,87,5,2,352.5,352.22497412,1,5,3,352.22497412,10
0,0,5281037,4.5,30,618,0,0,121,0,1,424.5,424.14567842,1,6,2,424.14567842,10
0,0,54726192,1,40,1200,0,0,194,4,0,558.6,558.21259212,1,11,6,558.21259212,5
0,1,65632,-0.1,15,282,0,0,134,0,0,249.3,249.01295018,1,6,2,249.01295018,5
0,0,443884,1.8,24,535,0,0,68.4,3,0,325.4,325.17902698,1,3,3,325.17902698,3
0,0,8223,2,43,1220,0,0,118,6,0,581.7,581.26381923,1,6,3,581.26381923,4
0,0,11354606,1.1,52,1380,0,0,146,19,0,729.9,729.40881170,1,12,2,729.40881170,4
0,0,176870,3.3,29,525,0,0,74.7,0,0,393.4,393.16885622,1,7,1,393.16885622,11
0,0,150610,-1.5,33,893,0,0,182,6,0,475.5,475.14132132,1,9,5,475.14132132,7
0,0,44814423,1.7,30,586,0,0,109,5,0,436.9,436.1288808,1,7,4,436.1288808,6
0,0,12560,2.7,51,1180,0,0,194,18,0,733.9,733.46124119,1,14,5,733.46124119,7
0,0,11751549,N/A,31,526,0,0,77.7,0,0,461.0,460.1180685,2,6,1,460.1180685,8
0,0,12961638,N/A,31,645,0,0,81.7,0,0,879.9,879.6190,3,5,0,879.6190,0
0,0,146570,3.2,24,466,0,0,36.3,1,0,324.4,324.16379146,1,4,0,324.16379146,5
0,0,9881504,1.4,19,347,0,0,66.6,1,0,254.28,254.105527694,1,2,2,254.105527694,0
0,1,59768,1.9,21,288,0,0,67.8,0,0,295.37,295.17835828,1,5,2,295.17835828,10
0,0,9568614,2.2,24,453,0,0,96.3,1,0,345.4,345.11471265,1,6,1,345.11471265,5
0,0,27125,1.5,22,441,0,0,80.9,7,0,304.4,304.16745924,1,4,4,304.16745924,0
0,0,5757,4,20,382,0,0,40.5,5,0,272.4,272.177630004,1,2,2,272.177630004,0
0,0,259331,4,29,584,0,0,49.8,5,0,440.4,439.1680992,1,3,1,439.1680992,6
0,0,5757,4,20,382,0,0,40.5,5,0,272.4,272.177630004,1,2,2,272.177630004,0
0,0,5870,3.1,20,418,0,0,37.3,4,0,270.4,270.161979940,1,2,1,270.161979940,0
0,0,5284555,N/A,30,650,0,0,113,4,0,436.6,436.20319330,2,7,3,436.20319330,2
0,0,71511839,-10.7,71,1910,0,0,618,8,0,1048.3,1047.52906996,1,17,18,1047.52906996,36
0,0,3278,3.8,19,370,0,0,63.6,0,0,303.13,302.0112642,1,4,1,302.0112642,6
0,0,14052,-0.1,14,109,0,0,64.5,2,0,204.31,204.183778013,1,4,4,204.183778013,9
0,0,9363,2.1,16,228,0,0,49.8,0,0,223.27,223.12084340,1,3,1,223.12084340,4
0,0,17506,N/A,17,252,0,0,115,0,0,263.31,263.08274382,2,6,4,263.08274382,3
0,0,702,-0.1,3,2.8,0,0,20.2,0,0,46.07,46.041864811,1,1,1,46.041864811,0
0,0,700,-1.3,4,10,0,0,46.3,0,0,61.08,61.052763847,1,2,2,61.052763847,1
0,0,3283,0.9,5,11.1,0,0,9.2,0,0,74.12,74.073164938,1,1,0,74.073164938,2
0,0,5991,3.7,22,505,0,0,40.5,5,0,296.4,296.177630004,1,2,2,296.177630004,1
0,0,2761171,1.1,11,147,0,0,71,0,0,166.25,166.05646950,1,2,1,166.05646950,2
0,2,16058,-1,18,191,0,0,62,0,0,262.30,262.14163842,1,6,0,262.14163842,13
0,1,6469,2.8,19,299,0,0,29.5,0,0,261.36,261.172878976,1,3,0,261.172878976,4
0,1,3291,0.4,10,188,0,0,46.2,0,0,141.17,141.078978594,1,2,1,141.078978594,1
0,0,6337,1.2,3,2.8,0,0,0,0,0,64.51,64.0079779,1,0,0,64.0079779,0
0,0,69188,1.3,11,136,0,0,39.2,0,0,151.16,151.063328530,1,3,0,151.063328530,3
0,0,8365,3,12,156,0,0,46.5,0,0,166.17,166.062994177,1,3,1,166.062994177,3
0,0,3301,-2,4,6,0,0,52,0,0,60.10,60.068748264,1,2,2,60.068748264,1
0,0,5359271,1.5,23,523,0,0,41.9,5,0,313.4,313.16779360,1,4,1,313.16779360,2
0,0,14687,3.1,22,555,0,0,40.5,7,0,300.4,300.208930132,1,2,2,300.208930132,1
0,0,3307,2.6,23,474,0,0,71.3,0,0,342.8,342.0705954,1,4,0,342.0705954,2
0,1,3308,2.8,21,399,0,0,62.3,0,0,287.35,287.15214353,1,3,2,287.15214353,4
0,0,35375,4.7,26,433,0,0,67.8,0,0,369.3,369.11879254,1,8,2,369.11879254,9
0,0,667484,3,18,277,0,0,44.1,1,0,244.29,244.121177757,1,3,0,244.121177757,5
0,0,6917715,3.3,24,677,0,0,37.3,6,0,324.5,324.208930132,1,2,1,324.208930132,2
0,0,36462,0.6,42,969,0,0,161,10,0,588.6,588.18429107,1,13,3,588.18429107,5
0,0,123619,3.3,24,514,0,0,68.3,0,0,358.8,358.0542766,1,4,0,358.0542766,3
0,0,193962,4.5,28,609,0,0,121,0,0,435.3,434.04907,1,7,2,434.04907,4
0,0,5282375,6.8,26,568,0,0,35.5,0,4,354.5,354.21949481,1,3,0,354.21949481,8
0,0,65358,N/A,12,149,0,0,63.6,0,0,172.18,172.07355886,2,4,1,172.07355886,3
0,0,3314,2,12,145,0,0,29.5,0,0,164.20,164.083729621,1,2,1,164.083729621,3
0,0,6442177,5.9,68,1810,0,0,205,15,4,958.2,957.58135632,1,14,3,957.58135632,9
0,0,9552071,1.4,19,297,0,0,89.2,2,2,272.39,272.22122615,1,6,4,272.22122615,8
0,0,60198,3.1,22,653,0,0,34.1,5,0,296.4,296.177630004,1,2,0,296.177630004,0
0,0,45588096,-21,295,10300,0,0,1780,37,0,4187,4184.0273075,1,66,58,4185.0306624,135
0,0,150311,4,30,567,0,0,60.8,3,0,409.4,409.14894986,1,5,2,409.14894986,6
0,14,54605677,N/A,93,3220,0,0,473,0,3,1356.4,1355.575224,3,21,10,1355.575224,16
0,0,3324,0,23,404,0,0,122,0,0,321.33,321.14370410,1,8,1,321.14370410,9
0,0,5702160,-0.6,20,469,0,0,238,0,1,337.5,337.04493627,1,8,4,337.04493627,7
0,0,1727,0.3,7,48,0,0,38.9,0,0,94.11,94.053098200,1,2,1,94.053098200,0
0,0,16887,N/A,54,1540,0,0,223,0,0,808.9,808.11709737,3,11,1,808.11709737,9
0,0,134018,3.9,22,448,0,0,111,0,0,316.4,316.08816355,1,6,1,316.08816355,5
0,0,16722836,4.8,37,787,0,0,117,0,0,524.7,524.25696021,1,9,3,524.25696021,11
0,0,3331,0.6,17,246,0,0,105,0,0,238.24,238.09535693,1,4,2,238.09535693,7
0,0,3332,3,16,223,0,0,37.3,0,0,212.24,212.083729621,1,2,1,212.083729621,3
0,1,3333,3.9,25,614,0,0,64.6,0,0,384.2,383.0691135,1,5,1,383.0691135,6
0,0,14257662,-3.5,72,1920,0,0,456,8,0,1040.2,1039.43679229,1,15,12,1039.43679229,19
0,0,3335,3.2,19,310,0,0,54.4,0,0,254.28,254.094294304,1,3,1,254.094294304,5
0,1,3337,3.4,16,203,0,0,12,0,0,231.26,231.12348400,1,4,1,231.12348400,4
0,0,3339,5.2,25,458,0,0,52.6,0,0,360.8,360.1128368,1,4,0,360.1128368,7
0,1,3342,3.3,18,271,0,0,46.5,0,0,242.27,242.094294304,1,3,1,242.094294304,4
0,0,3345,4,25,391,0,0,23.6,0,0,336.5,336.220163521,1,2,0,336.220163521,6
0,1,51755,6.7,30,500,0,0,52.4,0,0,455.4,454.0673398,1,3,0,454.0673398,8
0,0,35455,3.1,24,462,0,0,40.6,0,0,320.4,320.152477885,1,2,0,320.152477885,4
0,19,139266768,N/A,50,940,0,-1,382,0,0,788.4,788.152102,5,25,16,788.152102,13
0,0,86278348,N/A,35,598,0,3,280,14,0,562.3,562.119621,2,16,12,562.119621,11
0,0,6918558,5.5,30,491,0,0,49.8,1,0,411.6,411.27734404,1,4,1,411.27734404,11
0,1,3348,3,37,678,0,0,81,0,0,501.7,501.28790873,1,5,3,501.28790873,10
0,0,117604931,1.6,25,505,0,0,105,1,0,358.4,358.10120846,1,7,0,358.10120846,2
0,0,10034073,6.4,72,1970,0,0,267,14,5,1058.0,1056.4252209,1,18,7,1056.4252209,15
0,0,49831257,1.4,30,715,0,0,105,0,0,425.5,425.15216079,1,6,1,425.15216079,5
0,0,57363,3,27,678,0,0,58.2,7,0,372.5,372.277678395,1,2,2,372.277678395,2
0,0,107970,4.2,22,258,0,0,66.5,0,0,307.5,307.251129295,1,3,3,307.251129295,12
0,0,3354,4.3,29,631,0,0,55.8,0,0,391.5,391.17835828,1,5,0,391.17835828,6
0,1,3356,3.8,28,500,0,0,59.6,0,0,414.34,414.13781148,1,10,2,414.13781148,7
0,1,4474062,1.1,16,369,0,0,56.6,0,0,239.27,239.04162790,1,5,0,239.04162790,1
0,0,35802,2.9,23,454,0,0,84.1,0,0,313.28,313.08626942,1,5,2,313.08626942,4
0,0,20054914,4,32,964,0,0,72.8,9,0,487.4,486.1376076,1,6,1,486.1376076,2
0,0,21319,2.6,30,758,0,0,138,3,0,453.9,453.0561477,1,8,2,453.0561477,4
0,0,3365,0.4,22,358,0,0,81.7,0,0,306.27,306.10406535,1,7,1,306.10406535,5
0,0,3366,-0.9,9,208,0,0,67.5,0,0,129.09,129.03383992,1,3,2,129.03383992,0
0,0,657237,-0.6,20,367,0,0,140,4,0,285.23,285.08733204,1,9,4,285.08733204,2
0,0,31378,1.7,27,734,0,0,94.8,7,0,380.4,380.19990218,1,6,3,380.19990218,2
0,0,3371,5.2,20,346,0,0,49.3,0,0,281.23,281.06636305,1,6,2,281.06636305,3
0,0,3373,1,22,461,0,0,64.4,0,0,303.29,303.10191948,1,5,0,303.10191948,3
0,0,16490,1.9,29,839,0,0,94.8,9,0,410.5,410.19048031,1,7,3,410.19048031,2
0,0,941361,6,30,487,0,0,6.5,0,1,404.5,404.20640516,1,4,0,404.20640516,6
0,0,82153,2.5,31,910,0,0,93.1,9,0,434.5,434.21046687,1,7,2,434.21046687,2
0,0,3380,2.1,23,519,0,0,78.5,0,0,313.28,313.08626942,1,5,0,313.08626942,1
0,0,91488,1.1,29,841,0,0,115,9,0,412.4,412.16974487,1,8,4,412.16974487,2
0,0,9642,3.2,35,1070,0,0,99.1,9,0,494.5,494.21160968,1,9,1,494.21160968,4
0,0,9053,2.4,27,743,0,0,74.6,9,0,376.5,376.20498756,1,5,2,376.20498756,2
0,0,16850,3.4,25,522,0,0,76,0,0,332.3,332.06847348,1,5,2,332.06847348,0
1,0,105162,0.6,1,0,0,0,0,0,0,19.0089,19.008762,1,1,1,19.008762,0
0,0,9878,2,27,787,0,0,74.6,8,0,376.5,376.20498756,1,5,2,376.20498756,1
0,0,3385,-0.9,9,199,0,0,58.2,0,0,130.08,130.01785550,1,3,2,130.01785550,0
0,1,3386,4,22,308,0,0,21.3,0,0,309.33,309.13404868,1,5,1,309.13404868,6
0,0,5281878,4.5,30,591,0,0,52,0,1,434.5,434.16396908,1,7,1,434.16396908,5
0,0,3372,4.4,30,544,0,0,55.3,0,0,437.5,437.17486812,1,8,1,437.17486812,6
0,0,53276,2.4,22,350,0,0,89.3,0,0,304.32,304.13355396,1,6,3,304.13355396,6
0,0,15209,1.4,31,868,0,0,93.1,9,0,436.5,436.22611693,1,7,2,436.22611693,2
0,0,3393,3,27,540,0,0,35.9,0,0,387.9,387.1513682,1,4,0,387.1513682,6
0,1,3394,4.2,18,286,0,0,37.3,0,0,244.26,244.08995782,1,3,1,244.08995782,3
0,0,3396,5.6,35,653,0,0,35.6,0,0,475.6,475.24351894,1,5,1,475.24351894,7
0,0,3397,3.3,19,352,0,0,74.9,0,0,276.21,276.07217670,1,6,1,276.07217670,2
0,0,5311101,3.2,30,861,0,0,99.9,9,0,444.5,444.15821500,1,8,2,444.15821500,3
0,0,446155,3.5,30,590,0,0,82.7,2,1,411.5,411.18458647,1,5,3,411.18458647,8
0,0,5324346,2.6,22,327,0,0,56.8,0,1,318.33,318.15551240,1,7,1,318.15551240,9
0,0,135398658,-1.1,32,767,0,0,209,1,0,441.4,441.13968135,1,10,6,441.13968135,9
0,10,62819,-1.5,67,1790,0,0,427,0,0,980.2,979.42555890,1,15,12,979.42555890,15
0,0,3406,1.4,6,44.8,0,0,28.7,0,0,82.10,82.053098200,1,1,1,82.053098200,0
0,0,5282448,-14.7,91,3450,0,0,873,25,0,1508.3,1506.9513344,1,52,19,1506.9513344,30
0,0,712,1.2,2,2,0,0,17.1,0,0,30.026,30.010564683,1,1,0,30.010564683,0
0,0,11273,2.6,22,589,0,0,54.4,5,0,302.4,302.18819469,1,3,1,302.18819469,0
0,2,3410,1.8,25,388,0,0,90.8,0,0,344.4,344.17360725,1,5,4,344.17360725,8
0,0,131536,1.8,39,912,0,0,186,3,0,585.6,585.19098791,1,11,4,585.19098791,14
0,0,135413538,1,41,997,0,0,124,3,0,614.4,614.11651857,1,15,3,614.11651857,7
0,0,3415,-2,7,120,0,0,94.8,0,0,126.01,125.97181019,1,5,3,125.97181019,1
0,0,446987,-1.4,8,138,0,0,70.1,2,0,138.06,138.00819570,1,4,2,138.00819570,1
0,2,55891,6.2,39,850,0,0,110,2,0,563.7,563.30118980,1,7,1,563.30118980,15
0,0,71544786,5,47,1100,0,0,106,0,0,688.6,688.22492620,1,13,1,688.22492620,8
0,0,56339,0.6,25,547,0,0,116,0,0,362.27,362.06677320,1,6,3,362.06677320,5
0,0,11671467,1.6,40,904,0,0,187,0,0,580.5,580.14829159,1,15,4,580.14829159,10
0,0,11319217,-0.1,41,1020,0,0,182,0,0,583.5,583.15804781,1,11,2,583.15804781,8
0,0,8378,-9,42,872,0,0,353,19,0,614.6,614.31228554,1,19,13,614.31228554,9
0,0,77992,1.2,18,333,0,0,70.9,1,0,243.30,243.137162174,1,2,3,243.137162174,2
0,1,104741,9.2,41,854,0,0,76.7,6,0,606.8,606.31660734,1,9,2,606.31660734,14
0,0,5323714,-0.1,16,326,0,0,101,0,1,225.16,225.03857033,1,6,0,225.03857033,2
0,0,3440,2,21,481,0,0,131,0,0,330.74,330.0077203,1,7,3,330.0077203,5
0,3,3084092,6.5,45,952,0,0,140,3,0,639.8,639.40948040,1,9,0,639.40948040,6
0,0,3000226,5.5,37,994,0,0,104,10,1,516.7,516.34508925,1,6,3,516.34508925,6
0,0,3446,-1.1,12,162,0,0,63.3,0,0,171.24,171.125928785,1,3,2,171.125928785,3
0,1,18177388,N/A,37,699,0,0,220,0,0,667.7,668.09649,4,14,2,668.09649,15
0,0,6102852,N/A,32,532,0,0,194,2,0,604.7,605.13321,2,13,3,605.13321,7
0,0,153921,N/A,30,527,0,0,188,0,0,573.66,574.10225,2,11,2,574.10225,13
0,0,73415770,N/A,52,1130,0,0,269,1,0,891.9,892.15673,5,17,3,892.15673,18
0,0,6857474,N/A,28,497,0,0,205,0,0,547.57,548.03898,2,13,2,548.03898,13
0,0,158536,N/A,29,510,0,0,171,0,0,558.64,559.09135,2,12,1,559.09135,5
0,1,60714,N/A,29,471,0,0,154,0,0,558.7,559.12774,2,11,1,559.12774,5
0,0,56841043,N/A,38,756,0,0,220,1,0,681.7,682.11214,4,14,2,682.11214,5
0,0,9651,1.8,21,440,0,0,41.9,3,0,287.35,287.15214353,1,4,1,287.15214353,1
0,0,67425,4.1,30,362,0,0,37.4,0,0,423.6,423.34609231,1,6,0,423.34609231,18
1,0,131634491,N/A,101,2690,0,0,557,10,0,1500.5,1499.49931,2,26,14,1499.49931,23
0,0,10413,-0.6,7,60,0,0,57.5,0,0,104.10,104.047344113,1,3,2,104.047344113,3
0,0,5280933,5.9,20,301,0,0,37.3,0,3,278.4,278.224580195,1,2,1,278.224580195,13
0,0,135398740,-2.5,18,346,0,0,135,0,0,255.23,255.09675391,1,6,4,255.09675391,5
0,0,16130957,5.4,112,3030,0,0,451,10,0,1570.3,1568.8423034,1,16,16,1568.8423034,48
0,0,123631,4.1,31,545,0,0,68.7,0,0,446.9,446.1520965,1,8,1,446.1520965,8
0,0,60750,-1.5,18,426,0,0,108,3,0,263.20,263.07176216,1,6,3,263.07176216,2
0,0,5282237,4.2,28,549,0,0,83.8,4,2,394.5,394.27192431,1,5,2,394.27192431,13
0,0,3463,3.8,18,273,0,0,46.5,0,0,250.33,250.15689456,1,3,1,250.15689456,6
0,13,3467,-4.1,33,636,0,0,200,0,0,477.6,477.31624873,1,12,8,477.31624873,7
0,0,637566,2.9,11,150,0,0,20.2,0,1,154.25,154.135765193,1,1,1,154.135765193,4
0,0,81263,3.5,11,107,0,0,20.2,1,0,156.26,156.151415257,1,1,1,156.151415257,6
0,0,3033968,2.9,23,648,0,0,37.3,6,0,310.4,310.193280068,1,2,1,310.193280068,2
0,0,27812,2.2,23,713,0,0,37.3,4,0,308.4,308.177630004,1,2,1,308.177630004,2
0,0,102210,2.6,23,592,0,0,54.4,6,0,316.4,316.20384475,1,3,1,316.20384475,1
0,0,49803313,3.5,40,785,0,0,121,0,0,552.7,552.35363730,1,10,3,552.35363730,9
0,17,156323004,-5.9,119,2730,0,0,597,0,0,1711.0,1709.9689321,1,30,20,1709.9689321,63
0,0,25166913,2.4,28,595,0,0,96.8,2,0,374.4,374.18550935,1,4,3,374.18550935,3
0,0,65370,N/A,39,488,0,0,337,4,0,563.6,563.28025714,4,16,11,563.28025714,13
0,0,66828839,4.6,58,1760,0,0,204,7,1,838.9,838.29831089,1,15,3,838.29831089,7
0,0,3488,4.8,33,746,0,0,122,0,0,494.0,493.1438199,1,5,3,493.1438199,8
0,2,3475,1.5,22,497,0,0,86.9,0,0,323.4,323.13036271,1,4,2,323.13036271,3
0,0,3476,3.9,34,895,0,0,133,0,0,490.6,490.22499137,1,5,3,490.22499137,7
0,0,3478,1.9,31,697,0,0,139,0,0,445.5,445.17837553,1,6,3,445.17837553,7
0,0,91610,4.6,37,948,0,0,130,0,0,527.6,527.20900695,1,6,2,527.20900695,7
0,0,16132283,-16.9,246,8160,0,0,1560,31,0,3482.7,3480.6157019,1,55,55,3481.6190567,115
0,0,7027,-2,12,181,0,0,107,4,0,178.14,178.04773803,1,6,4,178.04773803,1
0,1,439213,-2.8,12,155,0,0,116,4,0,179.17,179.07937252,1,6,5,179.07937252,1
0,0,33032,-3.7,10,145,0,0,101,1,0,147.13,147.05315777,1,5,3,147.05315777,4
0,0,3485,-0.5,7,51.1,0,0,34.1,0,0,100.12,100.052429494,1,2,0,100.052429494,4
0,0,124886,-4.5,20,389,0,0,160,2,0,307.33,307.08380644,1,8,6,307.08380644,9
0,1,3487,1.9,16,294,0,0,46.2,0,0,217.26,217.110278721,1,2,1,217.110278721,2
0,0,753,-1.8,6,25.2,0,0,60.7,0,0,92.09,92.047344113,1,3,3,92.047344113,2
0,0,10482134,6.7,39,648,0,0,78.9,0,0,530.6,530.26683893,1,6,0,530.26683893,20
0,1,754,-2.9,10,129,0,0,107,0,0,172.07,172.01367500,1,6,4,172.01367500,4
0,1,24699,7.4,25,281,0,0,66.8,0,0,358.6,358.30830982,1,4,2,358.30830982,20
0,0,4510,1.6,15,218,0,0,165,0,0,227.09,227.00257875,1,9,0,227.00257875,5
0,0,750,-3.2,5,42.9,0,0,63.3,0,0,75.07,75.032028402,1,3,2,75.032028402,1
0,0,6880,1.9,13,169,0,0,66.8,0,0,182.17,182.05790880,1,4,2,182.05790880,4
0,2,3494,3.1,23,424,0,1,46.5,0,0,318.4,318.20691876,1,3,1,318.20691876,5
0,3,21852,0.8,10,109,0,0,38.7,0,0,258.05,257.97529,1,3,1,257.97529,2
0,0,638793,-2.4,85,2390,0,0,475,8,0,1182.3,1181.57302551,1,15,16,1181.57302551,31
0,0,5311128,-1.5,91,2560,0,0,496,9,0,1269.4,1268.64143943,1,16,17,1268.64143943,32
0,0,16130140,10.7,136,3980,0,0,549,14,0,1882.3,1881.07053308,1,17,21,1882.07388791,52
0,0,5284566,2.8,23,442,0,0,50.2,2,0,312.4,312.19501140,1,3,1,312.19501140,2
0,0,44603531,4.7,54,1580,0,0,204,7,0,766.9,766.33599837,1,11,3,766.33599837,8
0,1,72474,-0.2,26,636,0,0,72.9,0,0,359.4,359.16451973,1,7,2,359.16451973,3
0,0,441140,2.2,24,575,0,0,71.1,2,0,352.8,352.0713660,1,6,0,352.0713660,3
0,0,170907453,-11.8,136,4330,0,0,998,19,0,2028.2,2026.6082472,1,37,28,2026.6082472,31
0,0,460,1.3,9,83,0,0,29.5,0,0,124.14,124.052429494,1,2,1,124.052429494,1
0,1,3516,1.4,14,151,0,0,58.9,0,0,198.22,198.08920892,1,4,2,198.08920892,5
0,0,3518,0.5,14,167,0,0,67.6,0,0,198.31,198.18444672,1,2,2,198.18444672,3
0,0,3519,2,15,256,0,0,81.5,0,0,246.09,245.0122673,1,1,2,245.0122673,2
0,0,26945,N/A,43,1010,0,0,102,0,0,616.5,616.177291,2,8,2,616.177291,8
0,0,443943,3.6,31,887,0,0,72.8,8,0,455.0,454.1922300,1,6,1,454.1922300,2
0,1,37393,8.6,33,584,0,0,23.5,0,0,500.4,499.1656545,1,5,1,499.1656545,10
0,0,3559,3.2,26,451,0,0,40.5,0,0,375.9,375.1401348,1,4,1,375.1401348,6
0,1,3562,2.3,7,60.4,0,0,0,0,0,197.38,195.89022,1,3,0,195.89022,0
0,0,23987,N/A,1,0,0,0,0,0,0,4.00260,4.002603254,1,0,0,4.002603254,0
0,0,3598,7.5,21,328,0,0,40.5,0,0,406.9,403.849896,1,2,2,405.846945,2
0,0,65130,2.9,26,388,0,0,118,0,0,354.4,354.20557608,1,4,4,354.20557608,11
0,0,6433083,1.1,15,192,0,0,69.4,0,0,215.29,215.15214353,1,4,1,215.15214353,10
0,2,3607,5.7,24,292,0,0,32.5,0,0,339.6,339.361348448,1,3,1,339.361348448,12
0,0,90202,3.6,15,182,0,0,39.2,0,0,207.27,207.125928785,1,3,0,207.125928785,7
0,0,3610,3.5,14,147,0,0,40.5,0,0,194.27,194.130679813,1,2,2,194.130679813,5
0,0,774,-0.7,8,64.7,0,0,54.7,0,0,111.15,111.079647300,1,2,2,111.079647300,2
0,0,6274,-3.2,11,151,0,0,92,1,0,155.15,155.069476538,1,4,3,155.069476538,3
0,1,5282593,1.9,20,340,0,0,49.8,2,0,275.34,275.15214353,1,4,1,275.15214353,4
0,0,91820602,N/A,21,375,0,0,40.5,0,0,354.3,353.09904,2,3,2,353.09904,6
0,0,3637,0.7,12,150,0,0,63.8,0,0,160.18,160.074896272,1,4,2,160.074896272,1
0,0,969516,3.2,27,507,0,0,93.1,0,2,368.4,368.12598835,1,6,2,368.12598835,8
0,0,3639,-0.1,17,494,0,0,135,0,0,297.7,296.9644758,1,7,3,296.9644758,1
0,0,5284569,2.2,22,509,0,0,38.8,4,0,299.4,299.15214353,1,4,0,299.15214353,1
0,0,5754,1.6,26,684,0,0,94.8,7,0,362.5,362.20932405,1,5,3,362.20932405,2
0,0,3647,0.4,20,578,0,0,135,0,0,331.3,330.99083258,1,10,3,330.99083258,1
0,0,784,-0.9,2,0,0,0,40.5,0,0,34.015,34.005479302,1,2,2,34.005479302,0
0,0,5284570,1.8,21,494,0,0,49.8,4,0,285.34,285.13649347,1,4,1,285.13649347,0
0,0,785,0.6,8,54.9,0,0,40.5,0,0,110.11,110.036779430,1,2,2,110.036779430,0
0,0,73415812,N/A,33,18.8,0,-2,84.2,0,0,619.98,617.939079,30,24,12,617.939079,0
0,0,14781,N/A,21,36.8,0,0,260,0,0,502.3,501.675955,9,13,1,501.675955,0
0,1,3652,3.6,23,331,0,0,48.4,0,0,335.9,335.1764402,1,4,2,335.1764402,9
0,1,7888,1.6,12,130,0,0,37.3,0,0,172.26,172.146329876,1,2,1,172.146329876,6
0,18,4327536,-3,55,985,0,0,263,0,0,806.9,806.45113000,1,19,8,806.45113000,28
0,0,3657,-1.8,5,42.9,0,0,75.4,0,0,76.055,76.027277375,1,2,3,76.027277375,0
0,1,3658,3.7,26,376,0,0,35.9,0,0,374.9,374.1761058,1,4,1,374.1761058,8
0,0,137331866,1,82,2090,0,0,457,10,0,1170.4,1169.47865710,1,18,16,1169.47865710,20
0,0,3000322,0.9,22,418,0,0,62.3,5,0,303.35,303.14705815,1,5,1,303.14705815,5
0,0,154417,1.8,21,353,0,0,49.8,3,0,289.4,289.16779360,1,4,1,289.16779360,5
0,0,9548591,0.5,16,371,0,0,112,3,0,244.27,244.05177804,1,5,2,244.05177804,2
0,0,60852,-4.1,19,342,0,0,139,0,0,319.23,319.09497607,1,8,5,319.09497607,9
