Log P_Xlogp3,bond_chiral_undef,Isotope_Atom,Count_Hydrogen Bond Donor,charge,Count_Rotatable Bond,Count_Hydrogen Bond Acceptor,atom_chiral_undef,cid,Mass_Exact,Molecular Weight_N/A,bond_chiral_def,Heavy_Atom,atom_chiral_def,Compound Complexity_N/A,Covalent_Unit,Topological_Polar Surface Area,Weight_Monoisotopic
N/A,0,0,0,0,0,0,4,169298,272.250401021,272.5,0,20,0,363,2,0,272.250401021
3.8,0,0,1,0,7,5,1,4829,356.11946368,356.4,0,25,0,466,1,93.6,356.11946368
3.6,0,0,1,1,6,3,2,4832,354.20691876,354.5,0,26,0,450,1,46.5,354.20691876
0.5,0,0,3,0,6,8,0,43672,517.16311939,517.6,0,36,4,982,1,182,517.16311939
5.6,0,0,0,0,6,6,0,122262,534.2065504,535.5,0,37,0,655,1,38.7,534.2065504
-1.5,0,0,2,0,0,2,0,4837,86.084398327,86.14,0,6,0,26.5,1,24.1,86.084398327
-1.3,0,0,1,0,2,2,0,4843,142.074227566,142.16,0,10,0,167,1,63.4,142.074227566
0.1,0,0,1,0,2,5,0,4848,351.16952493,351.4,0,26,0,534,1,68.8,351.16952493
2.2,0,0,2,0,5,7,0,4849,362.09364285,362.4,0,25,0,564,1,118,362.09364285
1.9,0,0,0,0,1,1,0,40632,185.084063974,185.22,0,14,0,285,1,20.3,185.084063974
3.7,0,0,1,0,7,4,0,9331,430.27326172,430.6,0,32,0,638,1,73.4,430.27326172
3.1,0,0,2,0,2,6,0,54676228,331.06267708,331.3,0,23,0,611,1,108,331.06267708
4.3,0,0,0,0,8,2,0,9948102,295.1702921,295.8,0,20,0,235,1,12.5,295.1702921
2.9,0,0,2,0,9,8,0,33478,463.17770683,463.5,0,32,4,774,1,153,463.17770683
3.1,0,0,0,0,8,7,0,115163,439.21409234,439.6,0,30,3,710,1,114,439.21409234
1,0,0,4,0,6,7,0,134019,325.15387487,325.4,0,24,0,472,1,123,325.15387487
3.8,0,0,0,0,0,2,0,27400,295.13947085,295.4,0,21,0,406,1,31.5,295.13947085
0,0,0,6,0,4,8,0,65015,502.44714376,502.8,0,36,0,456,1,78.7,502.44714376
0.6,0,0,0,0,0,0,0,5462310,12,12.011,0,1,0,0,1,0,12
2,0,0,1,0,4,8,0,10607,414.13146766,414.4,0,30,4,629,1,92.7,414.13146766
2,0,0,1,0,4,8,0,10607,414.13146766,414.4,0,30,4,629,1,92.7,414.13146766
3.2,0,0,1,1,6,3,1,11018,340.19126869,340.4,0,25,0,432,1,46.5,340.19126869
N/A,0,0,0,0,0,2,1,24751,102.068079557,102.13,0,7,0,36.7,2,25.1,102.068079557
N/A,0,0,0,0,0,0,0,23925,55.934936,55.84,0,1,0,0,1,0,55.934936
0.2,0,0,2,0,1,5,1,134780,273.07495584,273.24,0,20,0,504,1,110,273.07495584
4.1,0,0,1,0,6,8,0,24826799,532.21984399,532.6,0,39,0,910,1,65.8,532.21984399
4.6,0,0,2,0,8,6,0,11363176,460.1223562,461.0,1,31,1,674,1,108,460.1223562
4.6,0,0,1,0,12,11,0,468595,700.32970817,700.8,0,51,4,1170,1,112,700.32970817
N/A,0,0,0,0,0,0,0,5462222,38.96370648,39.0983,0,1,0,0,1,0,38.96370648
N/A,0,0,0,0,0,2,0,517044,97.97701082,98.14,0,5,0,34.6,2,40.1,97.97701082
N/A,0,0,0,0,1,2,0,23661960,159.99266088,160.21,0,10,0,108,2,40.1,159.99266088
N/A,0,0,1,0,0,3,0,516893,99.95627537,100.115,0,5,0,33.9,2,60.4,99.95627537
N/A,0,0,0,0,0,1,0,4873,73.9325592,74.55,0,2,0,2,2,0,73.9325592
N/A,0,0,1,0,2,7,0,13344,305.8946469,306.39,0,16,0,211,4,141,305.8946469
N/A,0,0,0,0,0,7,0,24502,293.772825,294.18,0,11,0,194,3,124,293.772825
N/A,0,0,1,0,0,1,0,14797,55.96644614,56.106,0,2,0,2,2,1,55.96644614
N/A,0,0,0,0,0,3,0,23665710,213.85292,214.001,0,5,0,49.8,2,57.2,213.85292
N/A,0,0,0,0,0,1,0,4875,165.86818,166.0028,0,2,0,2,2,0,165.86818
N/A,0,0,0,0,0,3,0,24434,100.95152435,101.103,0,5,0,18.8,2,62.9,100.95152435
N/A,0,0,0,0,0,4,0,516875,157.881408,158.034,0,6,0,118,2,74.3,157.881408
N/A,0,0,0,0,0,4,0,62657,211.8445399,212.266,0,8,0,36.8,4,86.3,211.8445399
N/A,0,0,0,0,2,2,0,23676745,150.00831095,150.22,2,9,0,127,2,40.1,150.00831095
N/A,0,0,0,0,0,4,0,24507,173.87914262,174.26,0,7,0,62.2,3,88.6,173.87914262
N/A,0,0,0,0,0,2,0,516872,96.93885166,97.18,0,4,0,34.5,2,24.8,96.93885166
0.4,0,0,0,0,1,1,0,6917,111.068413911,111.14,0,8,0,120,1,20.3,111.068413911
N/A,0,0,0,0,1,1,0,410087,364.87736,364.95,0,10,0,120,2,20.3,364.87736
0.8,0,0,3,0,7,4,1,4883,266.16304257,266.34,0,19,0,263,1,70.6,266.16304257
3.1,0,0,3,0,8,9,0,129073603,533.26629946,533.6,0,39,1,816,1,136,533.26629946
1.9,0,0,2,0,3,4,0,119570,211.11431873,211.33,0,14,1,188,1,79.2,211.11431873
3.1,0,0,0,0,9,4,0,4886,293.19909372,293.4,0,21,0,248,1,30.9,293.19909372
3.2,0,0,1,0,0,2,0,5881,288.208930132,288.4,0,21,6,508,1,37.3,288.208930132
3.6,0,0,0,0,6,6,1,6918456,373.11479284,373.4,0,26,0,555,1,74.9,373.11479284
1.6,0,0,4,0,11,7,0,54687,424.24610348,424.5,0,30,8,656,1,124,424.24610348
3.6,0,0,0,0,3,2,0,4890,324.1029409,324.8,0,23,0,482,1,32.7,324.1029409
2.7,0,0,0,0,1,2,1,4891,312.183778013,312.4,0,23,0,472,1,40.6,312.183778013
2,0,0,1,0,4,8,0,4893,383.15935417,383.4,0,28,0,544,1,107,383.15935417
1.6,0,0,3,0,2,5,0,5755,360.19367399,360.4,0,26,7,724,1,94.8,360.19367399
1.5,0,0,2,0,2,5,0,5865,358.17802393,358.4,0,26,6,764,1,91.7,358.17802393
-1.6,0,0,2,0,5,3,0,5486971,159.125928785,159.23,0,11,1,123,1,63.3,159.125928785
1.4,0,0,3,0,6,4,0,42396,225.13649347,225.28,0,16,1,179,1,61.7,225.13649347
3.8,0,0,1,0,5,2,0,4904,295.193614421,295.4,0,22,0,294,1,23.5,295.193614421
2.1,0,0,2,0,5,2,1,4906,220.157563266,220.31,0,16,0,218,1,41.1,220.157563266
0.9,0,0,2,0,2,2,0,4909,218.105527694,218.25,0,16,0,279,1,58.2,218.105527694
N/A,0,0,6,0,7,19,10,11979535,1348.60159125,1349.5,3,98,0,2640,2,364,1348.60159125
3.2,0,0,1,0,7,5,0,4911,285.10347926,285.36,0,19,0,374,1,83.1,285.10347926
11.3,0,0,2,0,8,4,0,4912,516.30957312,516.8,0,35,0,583,1,91.1,516.30957312
0.9,0,0,2,0,6,3,0,4913,235.168462302,235.33,0,17,0,221,1,58.4,235.168462302
1.9,0,0,1,0,7,4,0,4914,236.152477885,236.31,0,17,0,221,1,55.6,236.152477885
0.1,0,0,3,0,5,3,0,4915,221.152812238,221.30,0,16,0,210,1,53.2,221.152812238
4.9,0,0,0,0,4,4,0,4917,373.1379466,373.9,0,25,0,429,1,35,373.1379466
4.1,0,0,1,0,5,2,1,4919,287.224914549,287.4,0,21,0,301,1,23.5,287.224914549
1.8,0,0,2,0,0,3,0,7099,209.095297364,209.25,0,16,0,232,1,64.9,209.095297364
3.9,0,0,0,0,1,2,0,5994,314.224580195,314.5,0,23,6,589,1,34.1,314.224580195
1.5,0,0,3,0,4,1,0,6178111,253.1094232,253.73,1,17,0,292,1,88.8,253.1094232
-2.5,0,0,2,0,1,3,0,145742,115.063328530,115.13,0,8,1,103,1,49.3,115.063328530
4,0,0,0,0,5,1,1,14592,217.183049738,217.35,0,16,0,178,1,3.2,217.183049738
4.5,0,0,0,0,4,3,0,4926,284.13471982,284.4,0,20,0,285,1,31.8,284.13471982
4.8,0,0,0,0,3,3,1,4927,284.13471982,284.4,0,20,0,298,1,31.8,284.13471982
3.3,0,0,2,0,11,4,1,4932,341.19909372,341.4,0,25,0,368,1,58.6,341.19909372
1.8,0,0,4,0,8,4,0,64949,312.15862589,312.37,0,23,0,350,1,118,312.15862589
4.2,0,0,0,1,7,3,0,4934,368.22256882,368.5,0,27,0,474,1,35.5,368.22256882
4.7,0,0,0,0,8,4,0,4942,367.21474379,367.5,0,27,0,429,1,38.8,367.21474379
3.8,0,0,1,0,2,1,0,4943,178.135765193,178.27,0,13,0,135,1,20.2,178.135765193
3,0,0,2,0,6,3,1,4946,259.157228913,259.34,0,19,0,257,1,41.5,259.157228913
3,0,0,1,0,4,3,0,7175,180.078644241,180.20,0,13,0,160,1,46.5,180.078644241
-0.9,0,0,2,0,1,2,1,1030,76.052429494,76.09,0,5,0,20.9,1,40.5,76.052429494
1.7,0,0,1,0,3,2,1,92839,152.083729621,152.19,0,11,0,97.7,1,29.5,152.083729621
2.4,0,0,0,0,5,4,0,4949,446.88284,447.01,0,16,0,341,1,46.6,446.88284
0.8,0,0,2,0,2,2,0,657298,170.05138412,170.23,0,11,0,222,1,73.2,170.05138412
1.7,0,0,0,0,2,2,0,3778,230.141913202,230.31,0,17,0,340,1,23.6,230.141913202
1.5,0,0,1,0,3,2,0,666418,180.07211956,180.27,0,12,0,159,1,71,180.07211956
1.5,0,0,1,0,3,2,0,666418,180.07211956,180.27,0,12,0,159,1,71,180.07211956
-2.5,0,0,4,0,6,5,0,638678,362.17025320,362.38,0,26,3,597,1,150,362.17025320
4.4,0,0,1,0,4,1,0,4976,263.167399674,263.4,0,20,0,296,1,12,263.167399674
2.7,0,0,1,0,10,5,0,4935,294.19434270,294.39,0,21,0,295,1,64.8,294.19434270
2,0,0,2,0,6,5,0,3052762,367.1662694,367.9,0,25,0,445,1,76.8,367.1662694
1,0,0,1,0,4,11,1,65947,461.10568470,461.5,0,32,0,930,1,125,461.10568470
0.9,0,0,2,0,3,2,0,7028,165.115364102,165.23,0,12,2,121,1,32.3,165.115364102
1.6,0,0,0,0,2,2,0,708857,206.08776963,206.31,1,14,0,248,1,43.8,206.08776963
-0.6,0,0,1,0,1,3,0,1046,123.043261792,123.11,0,9,0,115,1,68.9,123.043261792
0.7,0,0,0,1,2,2,0,4991,181.097702662,181.21,0,13,0,182,1,33.4,181.097702662
2.7,0,0,2,0,2,4,0,4993,248.0828741,248.71,0,17,0,243,1,77.8,248.0828741
0.5,0,0,1,0,0,2,0,1570,127.00918496,127.17,0,8,0,162,1,55.6,127.00918496
3.1,0,0,0,0,18,38,0,44263835,999.0048952,999.4,0,67,15,1820,1,652,999.0048952
2.1,0,0,1,0,6,5,0,5002,383.16674822,383.5,0,27,0,496,1,73.6,383.16674822
3.1,0,0,2,0,7,6,0,3086401,395.22426310,395.6,0,27,3,576,1,81.3,395.22426310
1.2,0,0,2,0,10,6,0,54892,438.21547206,438.5,0,32,3,648,1,95.9,438.21547206
2.9,0,0,1,0,4,4,0,441074,324.183778013,324.4,0,24,4,457,1,45.6,324.183778013
2.9,0,0,1,0,4,4,0,3034034,324.183778013,324.4,0,24,4,457,1,45.6,324.183778013
4.2,0,0,4,0,10,14,0,5388937,1021.47316054,1022.2,0,73,9,2010,1,257,1021.47316054
1.9,0,0,1,0,8,6,1,5029,359.13036271,359.4,0,25,0,440,1,96.3,359.13036271
3,0,0,1,0,1,1,0,16666,156.151415257,156.26,0,11,3,120,1,20.2,156.151415257
-1.9,0,0,2,0,4,4,1,876,149.05104977,149.21,0,9,0,97,1,88.6,149.05104977
N/A,0,1,0,0,0,0,0,6335825,223.01850,223.01850,0,1,0,0,1,0,223.01850
6.1,0,0,2,0,7,6,0,5035,473.16607952,473.6,0,34,0,655,1,98.2,473.16607952
1.1,0,0,3,0,6,9,0,54671008,444.15574595,444.4,0,32,0,836,1,150,444.15574595
1.4,0,0,4,0,9,9,0,135400182,458.12600561,458.5,0,32,1,790,1,177,458.12600561
1.4,0,0,2,0,10,6,0,5362129,416.23112213,416.5,0,30,5,619,1,95.9,416.23112213
0.3,0,0,2,0,9,7,0,3001055,314.14126175,314.41,1,21,0,347,1,112,314.14126175
N/A,1,0,3,0,11,14,0,62984,712.12519,712.5,0,35,0,558,3,252,712.12519
2.7,0,0,2,0,9,6,1,56959,427.24710654,427.5,0,31,0,531,1,74.3,427.24710654
1.8,0,0,1,0,2,1,0,3052776,171.104799419,171.24,0,13,1,212,1,12,171.104799419
-1.4,0,0,2,0,3,6,1,30623,268.11715500,268.27,0,19,0,404,1,98.8,268.11715500
3,0,0,1,0,6,4,0,127151,313.16779360,313.4,0,23,2,333,1,39.7,313.16779360
-1.5,0,0,5,0,4,10,0,219024,390.14001570,390.35,0,28,4,587,1,186,390.14001570
4.2,0,0,3,0,5,8,0,11167602,482.0768807,482.8,0,33,0,686,1,92.4,482.0768807
-3.6,0,0,3,0,4,7,0,44129647,348.11035554,348.38,0,23,2,585,1,137,348.11035554
3.2,0,0,2,0,9,11,0,10348973,623.17624448,623.6,0,44,0,1010,1,157,623.17624448
1.9,0,0,4,0,14,13,0,121304016,602.22539909,602.6,0,42,6,1010,1,204,602.22539909
1.9,0,0,0,0,9,6,0,60815,376.19982200,376.4,0,27,0,522,1,76.2,376.19982200
5.2,0,0,2,0,10,5,0,65981,452.26750763,452.6,0,33,1,619,1,78.9,452.26750763
-0.5,0,0,4,0,7,7,1,25654,389.16991885,389.4,0,28,0,569,1,131,389.16991885
4,0,0,1,0,10,10,0,5770,608.27338086,608.7,0,44,6,1000,1,118,608.27338086
0.8,0,0,2,0,0,2,0,5054,110.036779430,110.11,0,8,0,64.9,1,40.5,110.036779430
6.1,0,0,1,0,6,6,0,6918462,517.32258015,517.8,0,36,10,895,1,92.1,517.32258015
2.8,0,0,3,0,6,5,0,121892,303.13830499,303.33,0,22,0,348,1,76.4,303.13830499
5.7,0,0,1,0,5,1,0,445354,286.229665576,286.5,4,21,0,496,1,20.2,286.229665576
-1.8,0,0,4,0,3,7,0,37542,244.08076950,244.20,0,17,4,304,1,144,244.08076950
2.2,0,0,2,0,5,7,0,44631912,434.25425761,434.5,0,32,0,635,1,91.2,434.25425761
5.6,0,0,5,0,5,14,0,135415564,846.44150881,847.0,3,61,9,1880,1,209,846.44150881
4.9,0,0,6,0,5,15,0,135398735,822.40512330,822.9,4,59,9,1620,1,220,822.40512330
4.9,0,0,6,0,3,12,0,6324616,697.30982593,697.8,3,50,9,1330,1,201,697.30982593
6.9,0,0,5,0,3,12,0,6436173,785.35235945,785.9,3,57,9,1590,1,198,785.35235945
4.5,0,0,2,0,5,6,0,6451164,366.15929460,366.4,1,28,0,607,1,97.4,366.15929460
3.6,0,0,1,0,1,7,0,5070,234.00746845,234.20,0,15,0,238,1,76.4,234.00746845
2.3,0,0,2,0,4,8,0,51049968,534.21909510,534.6,0,39,3,891,1,114,534.21909510
3.5,0,0,1,0,2,3,0,5311412,370.25079494,370.5,0,27,8,749,1,54.4,370.25079494
0.8,0,0,4,0,2,4,2,431097,223.12084340,223.27,0,16,0,224,1,72.7,223.12084340
6.5,0,0,1,0,4,3,0,104850,462.078094,463.8,0,30,0,583,1,50.2,462.078094
1.6,0,0,2,0,5,9,0,11304743,422.16150004,422.4,0,31,0,618,1,138,422.16150004
4.1,0,0,3,0,5,5,0,71584930,509.08627,510.4,0,33,0,746,1,86.4,509.08627
0.5,0,0,1,0,2,6,0,118513932,401.19640838,401.5,0,30,0,886,1,78.1,401.19640838
-3.1,0,0,5,0,4,8,0,5245,283.00107569,283.11,0,17,0,339,1,148,283.00107569
2.7,0,0,0,0,4,6,0,5073,410.21180428,410.5,0,30,0,731,1,61.9,410.21180428
2.3,0,0,4,0,6,4,0,688570,287.15214353,287.35,0,21,2,284,1,72.7,287.15214353
6,0,0,4,0,18,9,0,392622,720.31276100,720.9,0,50,4,1040,1,202,720.31276100
2.5,0,0,1,0,5,6,0,9875401,435.0655696,435.9,0,29,1,645,1,116,435.0655696
2.3,0,0,0,0,5,3,0,77991,250.168127949,250.34,0,18,1,269,1,32.8,250.168127949
1.7,0,0,1,0,5,3,0,5078,269.16404563,269.34,0,20,0,309,1,49.7,269.16404563
5,0,0,1,1,6,5,0,441290,529.40053318,529.8,0,38,10,898,1,59,529.40053318
2.3,0,0,0,0,3,4,0,5090,314.06128010,314.4,0,22,0,556,1,68.8,314.06128010
4.6,0,0,1,0,7,6,0,449193,402.0349540,403.2,0,26,0,475,1,60.5,402.0349540
4.4,0,0,2,0,5,9,0,10311306,500.18984705,500.5,0,35,3,731,1,50.4,500.18984705
2.7,0,0,1,0,7,2,0,5095,260.188863393,260.37,0,19,0,286,1,32.3,260.188863393
2.9,0,0,1,0,4,2,0,175805,274.204513457,274.4,0,20,1,308,1,32.3,274.204513457
3.1,0,0,1,0,7,6,1,77999,357.11471265,357.4,0,25,0,468,1,96.8,357.11471265
1.6,0,0,3,0,10,10,0,446157,481.16828496,481.5,1,33,2,767,1,149,481.16828496
4.9,0,0,1,0,6,3,0,59227,315.16568559,315.5,0,22,1,337,1,51.7,315.16568559
3.4,0,0,3,0,5,6,0,11256664,352.10592162,352.3,0,26,0,508,1,109,352.10592162
2.5,0,0,3,0,3,3,0,9931954,323.14339037,323.4,0,24,0,466,1,56.9,323.14339037
0.7,0,0,1,0,3,5,0,129228,238.06661722,238.19,0,17,0,281,1,73.8,238.06661722
5.8,0,0,0,0,2,3,0,133017,415.1815255,416.0,0,30,0,609,1,29,415.1815255
-1.3,0,0,10,0,6,16,0,5280805,610.15338487,610.5,0,43,10,1020,1,266,610.15338487
2.1,0,0,1,0,4,4,0,25126798,306.15929460,306.4,0,23,1,453,1,83.2,306.15929460
-3.3,0,0,8,0,54,30,1,91668186,1600.70071340,1601.8,0,113,3,3150,1,497,1600.70071340
2.2,0,0,2,0,7,4,0,131682,302.14305602,302.34,0,22,1,346,1,64.4,302.14305602
0.3,0,0,4,0,5,4,1,2083,239.15214353,239.31,0,17,0,227,1,72.7,239.15214353
1.3,0,0,2,0,1,2,0,5147,137.047678466,137.14,0,10,0,136,1,63.3,137.047678466
2.3,0,0,2,0,1,3,0,338,138.031694049,138.12,0,10,0,133,1,57.5,138.031694049
3.9,0,0,4,0,16,5,1,5152,415.27225866,415.6,0,30,0,403,1,82,415.27225866
3,0,0,2,0,4,5,0,5161,258.05282342,258.23,0,19,0,341,1,83.8,258.05282342
-1.9,0,0,6,0,2,6,0,135398654,241.11748936,241.25,0,17,3,405,1,132,241.11748936
4.2,0,0,5,0,13,7,0,441243,670.38426872,670.8,0,49,6,1140,1,167,670.38426872
0.7,0,0,2,0,2,4,2,11243969,315.19467705,315.4,0,23,4,609,1,90.4,315.19467705
2.8,0,0,0,0,4,1,0,26757,187.136099547,187.28,0,14,1,195,1,3.2,187.136099547
N/A,0,0,0,0,0,0,0,6326970,79.91652,78.97,0,1,0,0,1,0,79.91652
3.8,0,0,1,0,12,7,0,9913767,496.21442669,496.6,0,35,0,730,1,110,496.21442669
2.5,0,0,1,0,8,9,2,134436906,525.24883788,525.6,0,39,0,885,1,112,525.24883788
3.6,0,0,3,0,6,6,0,10127622,456.00001,457.7,0,27,0,523,1,88.4,456.00001
-5.8,0,0,57,0,151,63,0,56843331,4112.1187318,4114,0,291,30,9590,1,1650,4111.1153770
1.2,0,0,12,0,9,20,12,5199,862.19564360,862.7,0,62,0,1550,1,348,862.19564360
-3.1,0,0,3,0,2,4,0,5951,105.042593085,105.09,0,7,1,72.6,1,83.6,105.042593085
4.1,0,0,1,0,5,3,0,60149,440.1779173,440.9,0,31,0,623,1,40.5,440.1779173
4.8,0,0,1,0,2,1,0,68617,305.0738049,306.2,0,20,2,322,1,12,305.0738049
N/A,0,0,1,0,2,2,1,3085017,149.0607417,149.62,0,9,0,55.1,2,38.6,149.0607417
2.8,0,0,0,0,2,8,0,5206,200.00721185,200.05,0,12,0,121,1,9.2,200.00721185
5.4,0,0,0,0,5,1,1,5210,279.1753775,279.8,0,19,0,275,1,3.2,279.1753775
1.5,0,0,1,0,7,8,0,135398744,474.20492463,474.6,0,33,0,838,1,118,474.20492463
N/A,0,0,0,0,0,0,0,5461123,27.976926534,28.085,0,1,0,0,1,0,27.976926534
N/A,0,0,0,0,0,0,0,23954,106.90509,107.868,0,1,0,0,1,0,106.90509
N/A,0,0,0,0,0,3,0,24470,168.89291,169.873,0,5,0,18.8,2,62.9,168.89291
4.8,0,0,2,0,8,10,0,24873435,749.29169120,749.9,1,52,5,1490,1,194,749.29169120
N/A,0,0,0,0,3,4,0,6433516,238.05128865,238.46,0,13,0,125,2,52.6,238.05128865
4.7,0,0,1,0,7,5,0,54454,418.27192431,418.6,0,30,7,706,1,72.8,418.27192431
4.8,0,0,1,0,9,8,0,44599207,516.25997747,516.6,1,37,0,777,1,62.1,516.25997747
6,0,0,3,0,6,13,0,5284616,913.55514157,914.2,4,65,15,1760,1,195,913.55514157
0.7,0,0,1,0,4,10,0,4369359,407.11807909,407.31,0,28,1,566,1,77,407.11807909
3.7,0,0,1,0,6,9,0,216235,454.0060062,454.9,0,29,0,720,1,144,454.0060062
N/A,0,0,0,0,0,0,0,5360545,22.98976928,22.9897693,0,1,0,0,1,0,22.98976928
N/A,0,0,1,0,1,3,0,23664767,112.01363830,112.06,0,7,1,63.2,2,60.4,112.01363830
N/A,0,0,0,0,0,2,0,517045,82.00307362,82.03,0,5,0,34.6,2,40.1,82.00307362
N/A,0,0,2,0,3,7,0,8950,235.99089109,236.09,0,15,0,216,3,138,235.99089109
N/A,0,0,2,0,0,4,0,23672064,119.95883982,119.977,0,6,0,61.9,2,80.6,119.95883982
N/A,0,0,2,0,2,7,0,24451,221.90711496,221.94,0,11,0,143,3,130,221.90711496
N/A,0,0,1,0,0,3,0,516892,83.98233817,84.007,0,5,0,33.9,2,60.4,83.98233817
N/A,0,0,0,0,0,1,0,5234,57.9586220,58.44,0,2,0,2,2,0,57.9586220
N/A,0,0,1,0,2,7,0,6224,257.97283534,258.07,0,16,0,211,4,141,257.97283534
N/A,0,0,0,0,0,1,0,5235,41.98817244,41.9881724,0,2,0,2,2,0,41.98817244
N/A,0,0,5,0,5,7,0,23672301,218.04024697,218.14,0,14,4,176,2,141,218.04024697
N/A,0,0,1,0,0,1,0,14798,39.99250893,39.997,0,2,0,2,2,1,39.99250893
N/A,0,0,0,0,0,1,0,23665760,73.9535366,74.44,0,3,0,4.8,2,23.1,73.9535366
N/A,0,0,0,0,0,1,0,5238,149.89424,149.8942,0,2,0,2,2,0,149.89424
N/A,0,0,1,0,1,3,1,23666456,112.01363830,112.06,0,7,0,63.2,2,60.4,112.01363830
N/A,0,0,0,0,12,4,0,3423265,288.13712473,288.38,0,18,0,249,2,74.8,288.13712473
N/A,0,0,0,0,0,6,0,656671,189.89825401,190.11,0,9,0,136,3,125,189.89825401
N/A,0,0,0,0,0,4,0,24266,143.93644758,143.950,0,7,0,49.8,3,63.2,143.93644758
N/A,0,0,2,0,0,14,0,11953895,297.948962,297.95,0,17,0,119,11,139,297.948962
N/A,0,0,0,0,0,4,0,522606,121.9382805,122.44,0,6,0,118,2,74.3,121.9382805
N/A,0,0,0,0,0,4,0,24243,163.92272832,163.941,0,8,0,36.8,4,86.3,163.92272832
N/A,0,0,0,0,5,9,0,68654,480.98779728,481.4,0,31,0,633,3,163,480.98779728
N/A,0,0,1,0,1,3,0,23668602,151.02453734,151.10,0,10,1,159,2,69.2,151.02453734
N/A,0,0,0,0,0,7,0,24403,265.87100346,265.90,0,13,0,124,5,136,265.87100346
N/A,0,0,0,0,0,4,0,24436,141.93126821,142.04,0,7,0,62.2,3,88.6,141.93126821
N/A,0,0,2,0,1,6,2,13355,193.98032641,194.05,0,12,0,123,3,121,193.98032641
N/A,0,0,0,0,11,4,2,23665772,316.16842486,316.43,0,20,0,312,2,74.8,316.16842486
N/A,0,0,0,0,0,9,0,155804812,363.769248,365.45,0,15,0,131,4,166,363.769248
1,0,0,3,0,11,11,0,45375808,529.16254467,529.5,0,36,6,913,1,153,529.16254467
4,0,0,0,0,3,3,0,154059,362.199428076,362.5,0,27,2,524,1,32.8,362.199428076
0.6,0,0,2,0,5,3,0,10130337,194.105527694,194.23,0,14,1,179,1,78.3,194.105527694
4.1,0,0,3,0,5,7,0,216239,464.0863026,464.8,0,32,0,646,1,92.4,464.0863026
1.3,0,0,1,0,2,2,0,643460,112.052429494,112.13,2,8,0,122,1,37.3,112.052429494
-2.1,0,0,4,0,2,5,0,10953859,164.06847348,164.16,0,11,4,128,1,90.2,164.06847348
-3.1,0,0,6,0,5,6,0,5780,182.07903816,182.17,0,12,4,105,1,121,182.07903816
0.2,0,0,3,0,6,5,1,5253,272.11946368,272.37,0,18,0,330,1,86.8,272.11946368
4,0,0,1,0,5,7,0,137278711,560.23474516,560.6,0,41,1,1030,1,102,560.23474516
0.1,0,0,3,0,3,9,0,60464,392.16599690,392.4,0,28,2,691,1,98.9,392.16599690
-3.1,0,0,5,0,2,9,0,15541,332.15835111,332.35,0,23,9,478,1,130,332.15835111
2.1,0,0,4,0,11,16,0,5289394,842.51400504,843.1,2,59,19,1370,1,195,842.51400504
2.9,0,0,0,0,2,5,0,5833,416.20213067,416.6,0,29,7,818,1,85.7,416.20213067
N/A,0,0,0,0,0,2,0,24550,157.899009,156.71,0,3,0,2.8,1,0,157.899009
N/A,0,0,0,0,0,7,0,66379,411.71574,411.36,0,11,0,124,3,136,413.71633
4.5,0,0,2,0,0,2,0,25249,328.251463648,328.5,0,24,7,538,1,48.9,328.251463648
-0.8,0,0,2,0,2,4,0,18283,224.07970687,224.21,0,16,2,388,1,78.9,224.07970687
3.6,0,0,1,0,3,3,1,5311454,234.125594432,234.29,1,17,0,280,1,38.7,234.125594432
-8,0,0,12,0,9,15,0,19649,581.26566970,581.6,0,40,15,940,1,336,581.26566970
-1.4,0,0,5,0,2,8,0,29327,265.09099983,265.22,0,18,5,315,1,152,265.09099983
N/A,0,0,0,0,0,4,0,10987,205.93222092,205.71,0,9,0,25.5,3,80.3,205.93222092
N/A,0,0,0,0,0,2,0,5362485,157.8433176,158.52,0,3,0,0,3,0,157.8433176
N/A,0,0,0,0,4,11,0,6918182,513.7957108,513.5,0,25,0,533,3,216,513.7957108
0.1,0,0,4,0,3,6,0,2724354,181.97075102,182.2,0,10,2,139,1,76.6,181.97075102
-0.6,0,0,2,0,3,4,0,1110,118.02660867,118.09,0,8,0,92.6,1,74.6,118.02660867
N/A,0,0,20,0,37,55,0,121494085,1576.753271,1577.9,0,84,9,2420,22,536,1576.753271
N/A,0,0,12,0,5,23,0,91663255,866.76418,866.5,0,42,9,395,20,202,866.76418
-3.7,0,0,8,0,5,11,0,5988,342.11621151,342.30,0,23,9,395,1,190,342.11621151
4,0,0,0,0,8,4,0,41693,386.20279938,386.6,0,27,0,459,1,61,386.20279938
-10.5,0,0,24,0,40,56,0,6918585,2000.4088747,2002.2,0,128,40,2830,1,972,2000.4088747
-1,0,0,1,0,1,5,0,130313,233.03579362,233.24,0,15,2,446,1,100,233.03579362
1.1,0,0,3,0,5,8,0,20055036,414.05554326,414.5,0,27,4,755,1,175,414.05554326
6.1,0,0,0,0,6,2,1,5318,396.002153,397.7,0,24,0,379,1,43.1,396.002153
0.7,0,0,2,0,3,4,0,5319,276.05686342,276.31,0,19,0,402,1,97.6,276.05686342
0.7,0,0,2,0,5,8,0,17134,310.07357611,310.33,0,21,0,419,1,125,310.07357611
-0.7,0,0,3,0,2,4,0,5324,214.05244675,214.25,0,14,0,307,1,133,214.05244675
